SKU	INVENTORY	LIVE_INVENTORY	ITEM_ID	MEMO	TITLE	GROUP_NAME	GROUP_INVENTORY	MARKETPLACE_ID	COST	CURRENCY	MIN_PRICE	MAX_PRICE	CURRENT_PRICE	CURRENT_SHIPPING	MANUAL_PRICE	ORIGINAL_PRICE	MAP_PRICE	HANDLING_DAYS	LISTING_TYPE	STRATEGY_ID  
1002FBA	666.00000	666.00000	B001J3ZZ4I	-	GD Molcajete Mexican Mortar and Pestle 8.5 in - Handmade	-	-	9914	-	-	27.45500	37.14500	32.30000	0	32.30000	32.30000	-	-	Amazon MFN	31327  
1254FBA	216.00000	216.00000	B006NPWO0K	-	B&B Picamas Green Hot sauce 19 oz - Salsa verde picante	-	-	9914	-	-	6.00950	8.13050	7.07000	0	7.07000	7.07000	-	-	Amazon MFN	31327  
1528FBA	0.00000	0.00000	B00RERNKLI	-	Chiltepe Hot Sauce Mi Guatemala 8 Ounces	-	-	9914	-	-	8.12600	10.99400	9.56000	0	9.56000	9.56000	-	-	Amazon MFN	31327  
500001	72.00000	72.00000	B00HX0S4CG	-	B&B Picamas Red Hot sauce 7.5 oz - Salsa Roja picante	-	-	9914	-	-	13.71050	18.54950	16.13000	0	16.13000	16.13000	-	-	Amazon MFN	31327  
500002	72.00000	72.00000	B00HX0TG14	-	B&B Picamas Red Hot sauce 7.5 oz - Salsa Roja picante	-	-	9914	-	-	14.49250	19.60750	17.05000	0	17.05000	17.05000	-	-	Amazon MFN	31327  
500003	72.00000	72.00000	B00HX1C05C	-	B&B Picamas Red Hot sauce 7.5 oz - Salsa Roja picante	-	-	9914	-	-	21.34350	28.87650	25.11000	0	25.11000	25.11000	-	-	Amazon MFN	31327  
500005	48.00000	48.00000	B00GTU1MFW	-	B&B Picamas Green Hot sauce 7.5 oz - Salsa verde picante	-	-	9914	-	-	4.38600	5.93400	5.16000	0	5.16000	5.16000	-	-	Amazon MFN	31327  
500006	48.00000	48.00000	B00GM2BKMC	-	B&B Picamas Green Hot sauce 7.5 oz - Salsa verde picante	-	-	9914	-	-	8.94200	12.09800	10.52000	0	10.52000	10.52000	-	-	Amazon MFN	31327  
500007	48.00000	48.00000	B00GM2EJEI	-	B&B Picamas Green Hot sauce 7.5 oz - Salsa verde picante	-	-	9914	-	-	10.12350	13.69650	11.91000	0	11.91000	11.91000	-	-	Amazon MFN	31327  
500008	48.00000	48.00000	B00GM2NCMS	-	B&B Picamas Green Hot sauce 7.5 oz - Salsa verde picante	-	-	9914	-	-	13.59150	18.38850	15.99000	0	15.99000	15.99000	-	-	Amazon MFN	31327  
500009	48.00000	48.00000	B00GM2P7RG	-	B&B Picamas Green Hot sauce 7.5 oz - Salsa verde picante	-	-	9914	-	-	16.50700	22.33300	19.42000	0	19.42000	19.42000	-	-	Amazon MFN	31327  
500010	48.00000	48.00000	B00JJOV3NG	-	B&B Picamas Green Hot sauce 7.5 oz - Salsa verde picante	-	-	9914	-	-	47.42150	64.15850	55.79000	0	55.79000	55.79000	-	-	Amazon MFN	31327  
500012	216.00000	216.00000	B006NPWO0K	-	B&B Picamas Green Hot sauce 19 oz - Salsa verde picante	-	-	9914	-	-	6.00950	8.13050	7.07000	0	7.07000	7.07000	-	-	Amazon MFN	31327  
500013	0.00000	0.00000	B005F5KHHQ	-	B&B Orgeat with Coconut Concentrate 29 oz - Concentrado de Horchata y Coco	-	-	9914	-	-	11.58550	15.67450	13.63000	0	13.63000	13.63000	-	-	Amazon MFN	31327  
500014	0.00000	0.00000	B005F5KHEE	-	B&B Orgeat Concentrate 29 oz - Concentrado de Horchata	-	-	9914	-	-	11.58550	15.67450	13.63000	0	13.63000	13.63000	-	-	Amazon MFN	31327  
500015	15.00000	15.00000	B009ECARM6	-	Palmolive Brillantine 1.75 oz - Brillantina	-	-	9914	-	-	7.66700	10.37300	9.02000	0	9.02000	9.02000	-	-	Amazon MFN	31327  
500019	29.00000	29.00000	B000XPE6SE	-	Perlop Concha Nacar Night No. 2  2 oz - Crema de Noche Natural	-	-	9914	-	-	136.90100	185.21900	161.06000	0	161.06000	161.06000	-	-	Amazon MFN	31327  
500024	29.00000	29.00000	B00BTGF3U6	-	Perlop Concha Nacar Night No. 2  2 oz - Crema de Noche Natural	-	-	9914	-	-	136.90100	185.21900	161.06000	0	161.06000	161.06000	-	-	Amazon MFN	31327  
500025	29.00000	29.00000	B00F7A0BPC	-	Perlop Concha Nacar Night No. 2  2 oz - Crema de Noche Natural	-	-	9914	-	-	136.90100	185.21900	161.06000	0	161.06000	161.06000	-	-	Amazon MFN	31327  
500026	29.00000	29.00000	B000XPE6SE	-	Perlop Concha Nacar Night No. 2  2 oz - Crema de Noche Natural	-	-	9914	-	-	136.90100	185.21900	161.06000	0	161.06000	161.06000	-	-	Amazon MFN	31327  
500029	29.00000	29.00000	B00371SXIK	-	Perlop Concha Nacar Night No. 2  2 oz - Crema de Noche Natural	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500035	3.00000	3.00000	B00F78IFAC	-	Perlop Concha Nacar Day No.1  2 oz - Crema de Dia Natural	-	-	9914	-	-	139.48500	188.71500	164.10000	0	164.10000	164.10000	-	-	Amazon MFN	31327  
500037	3.00000	3.00000	B00BTGGJ6I	-	Perlop Concha Nacar Day No.1  2 oz - Crema de Dia Natural	-	-	9914	-	-	139.48500	188.71500	164.10000	0	164.10000	164.10000	-	-	Amazon MFN	31327  
500038	3.00000	3.00000	B00BTGKFKO	-	Perlop Concha Nacar Day No.1  2 oz - Crema de Dia Natural	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500039	1.00000	1.00000	B00CFD4JZW	-	Urania 7 Machos Cologne 3.72 oz - Colonia 7 Machos.	-	-	9914	-	-	11.11800	15.04200	13.08000	0	13.08000	13.08000	-	-	Amazon MFN	31327  
500040	45.00000	45.00000	B0050DEPMQ	-	Asepxia Soap Moisturizing (purple) 3.53 oz - Jabon Humectante Morado	-	-	9914	-	-	109.59900	148.28100	128.94000	0	128.94000	128.94000	-	-	Amazon MFN	31327  
500043	45.00000	45.00000	B0050DEPMQ	-	Asepxia Soap Moisturizing (purple) 3.53 oz - Jabon Humectante Morado	-	-	9914	-	-	109.59900	148.28100	128.94000	0	128.94000	128.94000	-	-	Amazon MFN	31327  
500044	45.00000	45.00000	B00ZSUFXJ0	-	Asepxia Soap Moisturizing (purple) 3.53 oz - Jabon Humectante Morado	-	-	9914	-	-	109.59900	148.28100	128.94000	0	128.94000	128.94000	-	-	Amazon MFN	31327  
500046	45.00000	45.00000	B00A6D4AFC	-	Asepxia Soap Moisturizing (purple) 3.53 oz - Jabon Humectante Morado	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500047	3.00000	3.00000	B0050DEPMQ	-	Asepxia Soap  Scrub (blue) 3.52 oz - Jabon Exfoliante Azul	-	-	9914	-	-	8.65300	11.70700	10.18000	0	10.18000	10.18000	-	-	Amazon MFN	31327  
500048	3.00000	3.00000	B00EDS1U2W	-	Asepxia Soap  Scrub (blue) 3.52 oz - Jabon Exfoliante Azul	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500049	3.00000	3.00000	B00BDLUFB4	-	Asepxia Soap  Scrub (blue) 3.52 oz - Jabon Exfoliante Azul	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500051	0.00000	0.00000	B0050DFHKA	-	Asepxia Soap  Neutral 4 oz	-	-	9914	-	-	9.14600	12.37400	10.76000	0	10.76000	10.76000	-	-	Amazon MFN	31327  
500053	9.00000	9.00000	B00H922CVM	-	Asepxia Soap Herbal 4 oz - Jabon de Hierbas	-	-	9914	-	-	9.14600	12.37400	10.76000	0	10.76000	10.76000	-	-	Amazon MFN	31327  
500054	24.00000	24.00000	B00CPS1BCG	-	Asepxia Soap Neutral (white) 3.52 oz - Jabon Natural Blanco	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500055	0.00000	0.00000	B016IP543S	-	Palmolive Oats and Sugar Soap 6.34 oz - Jabon de Avena y Azucar	-	-	9914	-	-	5.91600	8.00400	6.96000	0	6.96000	6.96000	-	-	Amazon MFN	31327  
500056	0.00000	0.00000	B010190GYY	-	Palmolive Aloe and Olive Extracts Soap 6.34 oz	-	-	9914	-	-	4.50500	6.09500	5.30000	0	5.30000	5.30000	-	-	Amazon MFN	31327  
500058	12.00000	12.00000	B00B2BYWN2	-	Urania 7 Machos Cologne 7.44 oz - Colonia 7 Machos	-	-	9914	-	-	14.41600	19.50400	16.96000	0	16.96000	16.96000	-	-	Amazon MFN	31327  
500059	9.00000	9.00000	B00CQOIAIC	-	Sanborns Water Orange Blossom Cologne 6.83 oz	-	-	9914	-	-	16.08200	21.75800	18.92000	0	18.92000	18.92000	-	-	Amazon MFN	31327  
500060	0.00000	0.00000	B005GLNCAI	-	Campero Tomato Sauce 14 oz - Salsa de Tomate	-	-	9914	-	-	7.46300	10.09700	8.78000	0	8.78000	8.78000	-	-	Amazon MFN	31327  
500061	0.00000	0.00000	B00FO77SP4	-	De mi Pais Coconut Water 10.5 oz - Agua de Coco	-	-	9914	-	-	40.70650	55.07350	47.89000	0	47.89000	47.89000	-	-	Amazon MFN	31327  
500063	0.00000	0.00000	B005F5JUVA	-	Del Frutal Mango Nectar 11.16 oz - Sabor Mango	-	-	9914	-	-	5.29550	7.16450	6.23000	0	6.23000	6.23000	-	-	Amazon MFN	31327  
500064	0.00000	0.00000	B0055SXJNM	-	Del Frutal Mango Nectar 11.16 oz - Sabor Mango	-	-	9914	-	-	34.45900	46.62100	40.54000	0	40.54000	40.54000	-	-	Amazon MFN	31327  
500067	12.00000	12.00000	B005F5JUSI	-	Del Frutal Peach Nectar 11.16 oz - Sabor Melocoton	-	-	9914	-	-	24.47150	33.10850	28.79000	0	28.79000	28.79000	-	-	Amazon MFN	31327  
500068	0.00000	0.00000	B005F5JV0U	-	Del Frutal Strawberry Banana Nectar 11.16 oz - Sabor Fresa y Banano	-	-	9914	-	-	5.30400	7.17600	6.24000	0	6.24000	6.24000	-	-	Amazon MFN	31327  
500069	0.00000	0.00000	B007X9TMO6	-	Del Frutal Strawberry Banana Nectar 11.16 oz - Sabor Fresa y Banano	-	-	9914	-	-	34.79050	47.06950	40.93000	0	40.93000	40.93000	-	-	Amazon MFN	31327  
500070	0.00000	0.00000	B00LP4G3F6	-	Del Frutal Tetrapack Mix (Apple, Peach, Mango) Nectar 6.76 oz - Sabor Manzana, Melocoton, Mango	-	-	9914	-	-	25.58500	34.61500	30.10000	0	30.10000	30.10000	-	-	Amazon MFN	31327  
500073	0.00000	0.00000	B00LP4G3VA	-	Del Frutal Tetrapack Mango Nectar 6.76 oz - Sabor Mango	-	-	9914	-	-	24.70100	33.41900	29.06000	0	29.06000	29.06000	-	-	Amazon MFN	31327  
500074	4.00000	4.00000	B005F5JVAA	-	Diana Caramel Corn 1.2 oz (Pack of 12) - Alboroto	-	-	9914	-	-	8.15150	11.02850	9.59000	0	9.59000	9.59000	-	-	Amazon MFN	31327  
500075	156.00000	156.00000	B00PC67O2Y	-	Ducal Refried Black Beans 8 oz - Frijoles Negros Refritos	-	-	9914	-	-	6.59600	8.92400	7.76000	0	7.76000	7.76000	-	-	Amazon MFN	31327  
500076	156.00000	156.00000	B008OLDX42	-	Ducal Refried Black Beans 8 oz - Frijoles Negros Refritos	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500077	36.00000	36.00000	B00PC6EXKK	-	Ducal Black Beans Bag 14.1 oz - Frijol Negro Bolsa	-	-	9914	-	-	7.39500	10.00500	8.70000	0	8.70000	8.70000	-	-	Amazon MFN	31327  
500078	36.00000	36.00000	B00TN6XPGI	-	Ducal Black Beans Bag 14.1 oz - Frijol Negro Bolsa	-	-	9914	-	-	13.74450	18.59550	16.17000	0	16.17000	16.17000	-	-	Amazon MFN	31327  
500079	36.00000	36.00000	B00TN6XPCC	-	Ducal Black Beans Bag 14.1 oz - Frijol Negro Bolsa	-	-	9914	-	-	19.98350	27.03650	23.51000	0	23.51000	23.51000	-	-	Amazon MFN	31327  
500080	36.00000	36.00000	B00TN6XPC2	-	Ducal Black Beans Bag 14.1 oz - Frijol Negro Bolsa	-	-	9914	-	-	25.26200	34.17800	29.72000	0	29.72000	29.72000	-	-	Amazon MFN	31327  
500081	36.00000	36.00000	B00TN6XPF4	-	Ducal Black Beans Bag 14.1 oz - Frijol Negro Bolsa	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500082	36.00000	36.00000	B008N1CPV0	-	Ducal Black Beans Bag 14.1 oz - Frijol Negro Bolsa	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500083	0.00000	0.00000	B00HUC9X7M	-	Ducal Red Beans Bag 14.1 oz - Frijol Rojo Bolsa	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500084	24.00000	24.00000	B01281BAM0	-	Ducal Refried Red Beans 15 oz - Frijoles Rojos Refritos	-	-	9914	-	-	9.74100	13.17900	11.46000	0	11.46000	11.46000	-	-	Amazon MFN	31327  
500085	24.00000	24.00000	B00KSUXNQ0	-	Ducal Refried Red Beans 15 oz - Frijoles Rojos Refritos	-	-	9914	-	-	15.81850	21.40150	18.61000	0	18.61000	18.61000	-	-	Amazon MFN	31327  
500086	24.00000	24.00000	B00XRVI1DC	-	Ducal Refried Red Beans 15 oz - Frijoles Rojos Refritos	-	-	9914	-	-	18.60650	25.17350	21.89000	0	21.89000	21.89000	-	-	Amazon MFN	31327  
500088	24.00000	24.00000	B004LLB8P0	-	Ducal Refried Red Beans 15 oz - Frijoles Rojos Refritos	-	-	9914	-	-	89.79400	121.48600	105.64000	0	105.64000	105.64000	-	-	Amazon MFN	31327  
500089	48.00000	48.00000	B0000GGIFA	-	Ducal Refried Black Beans 15 oz - Frijoles Negros Refritos	-	-	9914	-	-	9.74100	13.17900	11.46000	0	11.46000	11.46000	-	-	Amazon MFN	31327  
500090	48.00000	48.00000	B00KSVA11O	-	Ducal Refried Black Beans 15 oz - Frijoles Negros Refritos	-	-	9914	-	-	15.81850	21.40150	18.61000	0	18.61000	18.61000	-	-	Amazon MFN	31327  
500091	48.00000	48.00000	B00XRVN4MU	-	Ducal Refried Black Beans 15 oz - Frijoles Negros Refritos	-	-	9914	-	-	18.60650	25.17350	21.89000	0	21.89000	21.89000	-	-	Amazon MFN	31327  
500092	48.00000	48.00000	B004LL7ALQ	-	Ducal Refried Black Beans 15 oz - Frijoles Negros Refritos	-	-	9914	-	-	89.79400	121.48600	105.64000	0	105.64000	105.64000	-	-	Amazon MFN	31327  
500094	0.00000	0.00000	B01281OW8O	-	Ducal Refried Black Beans 29 oz - Frijoles Negros Refritos	-	-	9914	-	-	10.73550	14.52450	12.63000	0	12.63000	12.63000	-	-	Amazon MFN	31327  
500096	2.00000	2.00000	B003WAPQ9U	-	Neurobion Multivitamin 20 units - Multivitaminico	-	-	9914	-	-	10.09800	13.66200	11.88000	0	11.88000	11.88000	-	-	Amazon MFN	31327  
500097	14.00000	14.00000	B002O31HHG	-	Promex Ampitrexyl Natural Antibiotic 30 caps - Antibiotico Natural	-	-	9914	-	-	12.41850	16.80150	14.61000	0	14.61000	14.61000	-	-	Amazon MFN	31327  
500098	-1.00000	-1.00000	B008GWKC3Y	-	Sedalmex Pain Reliever 20 tabs - Pastillas para el Dolor	-	-	9914	-	-	10.21700	13.82300	12.02000	0	12.02000	12.02000	-	-	Amazon MFN	31327  
500099	-1.00000	-1.00000	B00T3GOU44	-	Sedalmex Pain Reliever 20 tabs - Pastillas para el Dolor	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500100	-1.00000	-1.00000	B00CC0QBZE	-	Sedalmex Pain Reliever 20 tabs - Pastillas para el Dolor	-	-	9914	-	-	41.90500	56.69500	49.30000	0	49.30000	49.30000	-	-	Amazon MFN	31327  
500102	4.00000	4.00000	B0043GTLKC	-	Ocusan Eye Drops 15 cc - Gotas Para los Ojos	-	-	9914	-	-	9.34150	12.63850	10.99000	0	10.99000	10.99000	-	-	Amazon MFN	31327  
500103	4.00000	4.00000	B009085XUU	-	Ocusan Eye Drops 15 cc - Gotas Para los Ojos	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500104	4.00000	4.00000	B001ET79FK	-	Ocusan Eye Drops 15 cc - Gotas Para los Ojos	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500105	4.00000	4.00000	B00371PIQK	-	Ocusan Eye Drops 15 cc - Gotas Para los Ojos	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500106	6.00000	6.00000	B00O1J08KI	-	Vitacilina Antibiotic Cream 14 grams - Vitacilina en Crema	-	-	9914	-	-	8.50850	11.51150	10.01000	0	10.01000	10.01000	-	-	Amazon MFN	31327  
500107	0.00000	0.00000	B005F5KFWI	-	XL3 Cold Medicine Extra Blue 12 Units - Antigripal	-	-	9914	-	-	7.49700	10.14300	8.82000	0	8.82000	8.82000	-	-	Amazon MFN	31327  
500109	2.00000	2.00000	B0057IAG3Q	-	Sukrol Vigor Dietary Supplement 30 Tabs - Tabletas Multivitaminicas	-	-	9914	-	-	15.52100	20.99900	18.26000	0	18.26000	18.26000	-	-	Amazon MFN	31327  
500111	34.00000	34.00000	B00Q79QU1G	-	Sukrol Vigor Women 30 Tabs - tabletas Multivitaminicas para la Mujer	-	-	9914	-	-	15.52100	20.99900	18.26000	0	18.26000	18.26000	-	-	Amazon MFN	31327  
500112	4.00000	4.00000	B016IPNSN6	-	Sophia Chamomile  Eye Drops 0.50 oz fl - Gotas Para los Ojos de Manzanilla	-	-	9914	-	-	13.02200	17.61800	15.32000	0	15.32000	15.32000	-	-	Amazon MFN	31327  
500114	2.00000	2.00000	B004S7UEY8	-	Flanax Pain Reliever 24 Tabs- Alivio para Dolor	-	-	9914	-	-	10.74400	14.53600	12.64000	0	12.64000	12.64000	-	-	Amazon MFN	31327  
500116	0.00000	0.00000	B008RUYOSY	-	Vitacilina 28 grams - Antibiotico en Unguento	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500117	0.00000	0.00000	B009KSRHE0	-	Vitacilina 28 grams - Antibiotico en Unguento	-	-	9914	-	-	10.34450	13.99550	12.17000	0	12.17000	12.17000	-	-	Amazon MFN	31327  
500119	0.00000	0.00000	B00EOH4QL4	-	Vitacilina 28 grams - Antibiotico en Unguento	-	-	9914	-	-	18.72550	25.33450	22.03000	0	22.03000	22.03000	-	-	Amazon MFN	31327  
500120	0.00000	0.00000	B00908NYCO	-	Vitacilina 28 grams - Antibiotico en Unguento	-	-	9914	-	-	23.24750	31.45250	27.35000	0	27.35000	27.35000	-	-	Amazon MFN	31327  
500121	0.00000	0.00000	B00T3GP1E2	-	Vitacilina 28 grams - Antibiotico en Unguento	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500122	0.00000	0.00000	B00T3GE8U0	-	Vitacilina 28 grams - Antibiotico en Unguento	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500124	56.00000	56.00000	B003KPEEMC	-	Dolo Neurobion Pain Reliever 30 tabs - Pastillas para el Dolor	-	-	9914	-	-	9.11200	12.32800	10.72000	0	10.72000	10.72000	-	-	Amazon MFN	31327  
500125	56.00000	56.00000	B00FB1DMFS	-	Dolo Neurobion Pain Reliever 30 tabs - Pastillas para el Dolor	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500126	56.00000	56.00000	B003YKRUQ0	-	Dolo Neurobion Pain Reliever 30 tabs - Pastillas para el Dolor	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500127	56.00000	56.00000	B00DRUERXG	-	Dolo Neurobion Pain Reliever 30 tabs - Pastillas para el Dolor	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500129	74.00000	74.00000	B00270AFWY	-	DLC Merthodol 1 oz - Merthiolate	-	-	9914	-	-	4.54750	6.15250	5.35000	0	5.35000	5.35000	-	-	Amazon MFN	31327  
500130	74.00000	74.00000	B00E4MOILC	-	DLC Merthodol 1 oz - Merthiolate	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500133	74.00000	74.00000	B0086QRB8O	-	DLC Merthodol 1 oz - Merthiolate	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500134	74.00000	74.00000	B00371R8I6	-	DLC Merthodol 1 oz - Merthiolate	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500137	528.00000	528.00000	B001T8S8EC	-	DLC Gentian Violet 1 oz - Toques de Violeta	-	-	9914	-	-	4.54750	6.15250	5.35000	0	5.35000	5.35000	-	-	Amazon MFN	31327  
500138	528.00000	528.00000	B00371PIZG	-	DLC Gentian Violet 1 oz - Toques de Violeta	-	-	9914	-	-	15.81000	21.39000	18.60000	0	18.60000	18.60000	-	-	Amazon MFN	31327  
500139	0.00000	0.00000	B0038FLJKO	-	De La Cruz Purgasol Vegetable Laxative 60 Tabs - Laxante Vegetal	-	-	9914	-	-	10.46350	14.15650	12.31000	0	12.31000	12.31000	-	-	Amazon MFN	31327  
500141	3.00000	3.00000	B005OL7YPY	-	Tempra Infants Grape Flavor 1 oz - Jarabe para bebes sabor a Uva	-	-	9914	-	-	14.16100	19.15900	16.66000	0	16.66000	16.66000	-	-	Amazon MFN	31327  
500144	1.00000	1.00000	B005DAMZKU	-	Vital Fuerte Regular Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	10.03850	13.58150	11.81000	0	11.81000	11.81000	-	-	Amazon MFN	31327  
500145	1.00000	1.00000	B00KOCEBUO	-	Vital Fuerte Regular Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500146	1.00000	1.00000	B00KOCEDGG	-	Vital Fuerte Regular Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500147	1.00000	1.00000	B00KOCEEZG	-	Vital Fuerte Regular Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500148	1.00000	1.00000	B00KOCEGU4	-	Vital Fuerte Regular Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500149	1.00000	1.00000	B00KOCEID4	-	Vital Fuerte Regular Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500153	4.00000	4.00000	B005F5JXDU	-	Vital Fuerte H3 Dietary Supplement 30 Cap - Suplemento Multivitaminico	-	-	9914	-	-	14.94300	20.21700	17.58000	0	17.58000	17.58000	-	-	Amazon MFN	31327  
500154	37.00000	37.00000	B005F5KAF0	-	Dr. Bells Pomade 1.2 oz - Pomada de La Campana	-	-	9914	-	-	4.63250	6.26750	5.45000	0	5.45000	5.45000	-	-	Amazon MFN	31327  
500155	37.00000	37.00000	B00CO6H1P0	-	Dr. Bells Pomade 1.2 oz - Pomada de La Campana	-	-	9914	-	-	9.98750	13.51250	11.75000	0	11.75000	11.75000	-	-	Amazon MFN	31327  
500156	9.00000	9.00000	B003KI53T2	-	OTC Neurobion Dietary Supplement 50 units - Suplemento Multivitaminico	-	-	9914	-	-	9.95350	13.46650	11.71000	0	11.71000	11.71000	-	-	Amazon MFN	31327  
500157	9.00000	9.00000	B0121YH956	-	OTC Neurobion Dietary Supplement 50 units - Suplemento Multivitaminico	-	-	9914	-	-	9.95350	13.46650	11.71000	0	11.71000	11.71000	-	-	Amazon MFN	31327  
500160	50.00000	50.00000	B0049VUI1C	-	OTC Neurobion Energy Dietary Supplement 60 Tabs - Suplemento Multivitaminico	-	-	9914	-	-	15.44450	20.89550	18.17000	0	18.17000	18.17000	-	-	Amazon MFN	31327  
500161	50.00000	50.00000	B009XZWP06	-	OTC Neurobion Energy Dietary Supplement 60 Tabs - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500162	50.00000	50.00000	B00DRS8L80	-	OTC Neurobion Energy Dietary Supplement 60 Tabs - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500165	39.00000	39.00000	B0016KH7ZE	-	Picot Antacid 0.17 oz (Pack of 12) - Sal de Uvas Antiacido	-	-	9914	-	-	6.55350	8.86650	7.71000	0	7.71000	7.71000	-	-	Amazon MFN	31327  
500166	39.00000	39.00000	B00GR83Z56	-	Picot Antacid 0.17 oz (Pack of 12) - Sal de Uvas Antiacido	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500169	39.00000	39.00000	B004TGL7GM	-	Picot Antacid 0.17 oz (Pack of 12) - Sal de Uvas Antiacido	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500170	39.00000	39.00000	B00KOCODCU	-	Picot Antacid 0.17 oz (Pack of 12) - Sal de Uvas Antiacido	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500171	39.00000	39.00000	B00KOCOEHY	-	Picot Antacid 0.17 oz (Pack of 12) - Sal de Uvas Antiacido	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500177	50.00000	50.00000	B008JH5JRU	-	Sukrol Regular Dietary Supplement 100 Tabs - Suplemento Multivitaminico	-	-	9914	-	-	12.64800	17.11200	14.88000	0	14.88000	14.88000	-	-	Amazon MFN	31327  
500179	50.00000	50.00000	B00908O4E6	-	Sukrol Regular Dietary Supplement 100 Tabs - Suplemento Multivitaminico	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500181	48.00000	48.00000	B006M3CSYU	-	Dr. Bells Pomade 2.6 oz Pomada de La Campana	-	-	9914	-	-	6.97850	9.44150	8.21000	0	8.21000	8.21000	-	-	Amazon MFN	31327  
500184	48.00000	48.00000	B009AYAGGU	-	Dr. Bells Pomade 2.6 oz Pomada de La Campana	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
500186	48.00000	48.00000	B00371WMXM	-	Dr. Bells Pomade 2.6 oz Pomada de La Campana	-	-	9914	-	-	0.00000	0.00000	0.00000	0	0.00000	0.00000	-	-	Amazon MFN	31327  
